timestamp,age,gender,emotion
2025-05-22T23:58:00.253551,26,"{'Woman': 25.214126706123352, 'Man': 74.78587031364441}",sad
2025-05-22T23:58:06.113635,27,"{'Woman': 0.4329437389969826, 'Man': 99.56705570220947}",neutral
2025-05-22T23:58:19.835852,26,"{'Woman': 0.28876729775220156, 'Man': 99.71122741699219}",neutral
